row_id,C1-Modification,C1_stereo_donor,C2-Modification,d_2_stereo,d_3_sub,d_4_sub,C4_stereo_donor,C6_Modification,RRV,C1_Modification-a,C1_stereo_acceptor,a_2_sub,C3_Modification_a,C4-Modification_a,C6-Modification_a,Alcohol_position,Alcohol_type,Aka,temperature,Solvent,Concentartion,Stoichiometery,promoter,a-ratio
146,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,IDCP,No Reaction
147,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,-,-,-,-,-,-,1_OH,Secondary,1.36,-40 ℃,DCM,0.167M,1:1.5,IDCP,No Reaction
148,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,IDCP,No Reaction
149,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,20
150,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,31
151,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,73
152,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,78
153,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,22
154,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,72
155,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,66
156,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,86
157,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,23
158,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,40
159,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,52
160,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,72
161,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,53
162,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,70
163,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-20 ℃,DCM,0.167M,1:1.5,NIS_TfOH,73
164,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,84
165,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,30
166,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,50
167,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,52
168,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,72
169,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,53
170,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,70
171,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,0 ℃,DCM,0.167M,1:1.5,NIS_TfOH,73
172,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,48
173,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,35
174,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,54
175,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,52
176,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,72
177,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,61
178,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,73
179,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,25 ℃,DCM,0.167M,1:1.5,NIS_TfOH,77
180,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,87
181,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,20
182,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,31
183,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,73
184,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,78
185,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,22
186,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,72
187,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,66
188,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,86
189,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,63
190,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,30
191,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,64
192,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,77
193,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,44
194,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,68
195,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,77
196,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,THF,0.167M,1:1.5,NIS_TfOH,89
197,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,25
198,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,20
199,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,71
200,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,72
201,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,58
202,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,61
203,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,63
204,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,Toluene,0.167M,1:1.5,NIS_TfOH,83
205,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,0
206,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,10
207,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,26
208,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,75
209,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,55
210,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,68
211,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,64
212,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/ACN,0.167M,1:1.5,NIS_TfOH,79
213,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,40
214,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,50
215,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,79
216,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,75
217,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,50
218,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,70
219,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,66
220,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/DMF,0.167M,1:1.5,NIS_TfOH,84
221,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,69
222,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,54
223,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,89
224,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,90
225,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,62
226,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,78
227,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,73
228,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM/p-Dioxane,0.167M,1:1.5,NIS_TfOH,92
229,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,20
230,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,31
231,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,73
232,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,78
233,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,22
234,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,72
235,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,66
236,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.167M,1:1.5,NIS_TfOH,86
237,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,42
238,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,38
239,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,69
240,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,75
241,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,31
242,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,64
243,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,62
244,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.308M,1:1.5,NIS_TfOH,80
245,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,38
246,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,41
247,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,70
248,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,72
249,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,24
250,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,69
251,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,73
252,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.051M,1:1.5,NIS_TfOH,78
253,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,46
254,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,32
255,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,66
256,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,74
257,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,26
258,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,70
259,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,72
260,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.036M,1:1.5,NIS_TfOH,74
261,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,50
262,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,36
263,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,63
264,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OBn,OH,6_OH,primary,7.16,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,70
265,STol,b,N3,equatorial,OBn,OBn,equatorial,OBn,270,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,30
266,STol,b,OBn,equatorial,OBn,OBn,equatorial,OBn,2656,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,68
267,STol,b,OBn,equatorial,OBn,OBn,axial,CH3,72000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,70
268,STol,a,H,equatorial,OBn,OBn,equatorial,OBn,1000000,OMe,a,OBn,OBn,OH,OBn,4_OH,secondary,1,-40 ℃,DCM,0.018M,1:1.5,NIS_TfOH,77
